,feature_1,feature_2
0,0.4554788638103359,-0.6826158436083593
1,-0.3248334476825338,0.4769785063025547
2,0.6510791391326677,-0.3265185177290164
3,0.6625348084218085,-0.3825481241200348
4,0.7362757202576572,-0.6263807516010335
5,-0.4373864596698197,0.329180852139655
6,-0.700043069477913,0.1910457806444776
7,-0.7109256927970028,0.6640495674649363
8,0.427680143843676,-0.2870829727744296
9,-0.5260213908387408,0.5187906458771138
10,-0.2623940415295396,0.56338852238497
11,0.4560917943337573,-0.7168073241343869
12,0.3365013804767547,-0.7802694586078621
13,0.3139686994951357,-0.5357178184174658
14,-0.6539832148890633,0.6078498382583635
15,-0.5034040827722881,0.5758303471110163
16,0.6945071578285074,-0.0732263505590924
17,0.3134518178411244,-0.7526136698204551
18,-0.9061368935562988,0.912898572271864
19,0.3643948436871099,-0.2404308418697802
20,-0.3952217952331588,0.5176844174089322
21,-0.4711912857678244,0.7908547013925951
22,-0.5933691092105525,0.2166187773747481
23,0.2304149154741759,-0.6523146776513118
24,-0.7059870566617953,0.430011327082179
25,0.3625401925686673,-0.5234949092836223
26,0.2641684138724624,-0.2397143856670478
27,-0.6888892511836501,0.4179900613594903
28,0.556855934161443,-0.1514662438688737
29,-0.3749537097945625,0.1795884688786504
30,0.4970284593290595,-0.3357188125950378
31,-0.6775571495260225,0.1038407063552145
32,-0.5583674725495725,0.3477015576376753
33,-0.1471895308064671,0.5800314416734447
34,0.5997380549819655,-0.2904055688063894
35,0.5042124042684127,-0.4801091085938576
36,0.7057870985189708,-0.514457401512001
37,0.6873484927070515,-0.2175344587925113
38,-0.7982515185411212,0.5878783402529074
39,-0.903281325559952,0.3921090733250997
40,0.4001966724011634,-0.4957297552312902
41,-0.0233710450272115,0.6888958973980828
42,0.5103149885539778,-0.3265446742383144
43,-0.8872559611693014,0.5377557193587658
44,0.3817194664383778,-0.2751161630979263
45,0.4796605450890256,-0.4961441230973845
46,-0.7294937304822204,0.4124359910511131
47,0.6128017070147618,-0.7569104595985054
48,0.5551201347968113,-0.2129901226421691
49,-0.6626292564088908,0.1547434795336646
50,-0.4201907308719739,-0.05451855128533
51,-0.656525831165505,0.4779221401946224
52,-0.4601399606207069,0.4898792918076668
53,-0.4804550064570289,0.6165907359506587
54,-1.0105979631668158,0.6307237190880721
55,0.3684147814926409,-0.3062234722873898
56,-0.5827237961519495,0.3505090377118484
57,0.5896390568846626,-0.1607636854343678
58,0.2076534623477183,-0.6366879533577363
59,0.6057887236833165,-0.4507704422630311
60,0.1515287604381539,-0.7606485508224632
61,0.5119789366232552,-0.5425046089540618
62,-0.4287267205651196,0.6413146336383897
63,-0.1233698605887491,0.2304481877715107
64,0.5709515386226436,-0.3766226891213442
65,-0.6626728518408406,0.2067151344394971
66,-0.6921008763266296,0.3413765274584657
67,-0.8537076901354061,0.5710963585487538
68,0.359015729498511,-0.3640050311509795
69,0.5439019111586091,-0.4213874132039816
70,-0.5265761155173911,0.4404418241196543
71,-0.5267403119336879,0.7155487611952526
72,0.3500619310594206,-0.4934382504772576
73,0.2934713796215741,-0.5873496674916014
74,0.4953153789957095,-0.2841610543775021
75,0.1734730947531009,-0.8135535448616908
76,-0.0460490752024784,0.209126865080247
77,-0.3456418897572665,0.6647008307927463
78,0.5426960097820338,-0.7417147307466443
79,-0.5136483210649262,0.8426685443298734
80,-0.3667233835936171,0.4078560425222893
81,-0.4690105148606167,0.5756325039204347
82,0.3484258279149668,-0.5100168188569644
83,-0.3466673636709828,0.5712585634944578
84,-0.8511781166875438,0.5901868923611829
85,0.0520791882676526,-0.4197001889819425
86,0.3468595611043827,-0.3888426071834254
87,0.5578241010557624,-0.417425835910765
88,0.5728962498481012,-0.2057356087715323
89,0.2704778110313729,-0.5716228150959713
90,0.4566100860126701,-0.4109213498210405
91,-0.0165593265939889,-0.7307900727304019
92,0.561666249191869,-0.7756166934128155
93,-0.709050673229391,0.7422290579365401
94,-0.6304587199870039,0.3957621375397778
95,0.6058090476668864,-0.4154742756582348
96,-0.3427344075782047,0.4067161806528114
97,0.3324643916184109,-0.618236620752886
98,0.7192693691331598,-0.5468431602689073
99,0.2440621653591521,-0.6170862408555545
100,-0.5381306987162798,0.4210300971933099
101,0.5454785550242257,-0.7033477297219538
102,-0.3713371069874144,0.1858753182733094
103,-0.5706863497514398,0.1767051622697935
104,0.509026803086402,-0.0320750387959883
105,-0.5031364223205109,0.5321856336596446
106,0.5469643051897464,-0.0735693178859112
107,-0.918920614241229,0.5247443828467013
108,-0.509140792132047,0.5441015311514347
109,0.3282055223111315,-0.6797884312931072
110,-0.20234956124088,0.8791778352061166
111,-0.7314710518381707,0.4375415497748613
112,0.5735089792044538,-0.4619376884812121
113,-0.1088175383498611,0.5780186645375853
114,-0.2721198630913398,0.2530348359292694
115,-0.7208766678856902,0.5104330158521949
116,0.3205198146196338,-0.2375059265718007
117,-0.5048652248797871,0.3523938181588623
